timestamp,scan_number,cov_x,cov_y,cov_theta,std_x,std_y,std_theta,pos_uncertainty,orient_uncertainty,active_landmarks,state_size,landmark_updates,total_landmark_obs
15.091,106,0.003479839872976141,0.0002150583998453227,0.00021815157684249882,0.058990167595762436,0.014664869581599514,0.014769955207870429,0.060785674898132566,0.014769955207870429,10,23,0,10
15.19,107,0.0007482616663340282,4.8204175470391135e-05,9.94629818646182e-05,0.027354371978424732,0.006942922689357208,0.009973112947551441,0.028221726414314544,0.009973112947551441,10,23,0,10
15.279,108,0.0006107976122682086,3.9466301115551985e-05,7.615724872758552e-05,0.024714319983932566,0.0062822210336434346,0.008726812059829496,0.025500272809986967,0.008726812059829496,10,23,0,10
15.386,109,0.0008723639072931096,5.477140159811514e-05,8.418223434482668e-05,0.029535807205714044,0.007400770338155018,0.009175087702296185,0.030448896677732425,0.009175087702296185,10,23,0,10
15.485,110,0.0007445823272940494,4.6161468805219966e-05,8.074591668840471e-05,0.027287035883255064,0.006794223193656503,0.008985873173398605,0.028120167070970068,0.008985873173398605,10,23,0,10
15.585,111,0.0007437524928611383,4.5322077746770573e-05,8.018706469093383e-05,0.027271825990592163,0.0067321673884990834,0.008954723038203573,0.028090471170984458,0.008954723038203573,10,23,0,10
15.689,112,0.000744357169824071,4.4590459870451844e-05,8.030778486849037e-05,0.027282909848915876,0.006677608843774233,0.008961461090050572,0.028088211578783773,0.008961461090050572,10,23,0,10
15.795,113,0.0007450661684599836,4.38094444931278e-05,8.052791994701648e-05,0.02729590021340171,0.006618870333608885,0.008973735005393044,0.028086929575037414,0.008973735005393044,10,23,0,10
15.886,114,0.0007457542329052865,4.307338279684914e-05,8.071605963092543e-05,0.027308501110556882,0.006563031524901366,0.008984211686671538,0.02808607512099431,0.008984211686671538,10,23,0,10
15.985,115,0.0007463752817104998,4.243378701319101e-05,8.080101002220922e-05,0.02731986972352723,0.006514122121452054,0.00898893820327013,0.02808574493802311,0.00898893820327013,10,23,0,10
16.09,116,0.0007471881065689011,4.1595053861579995e-05,8.092396798788681e-05,0.02733474175054341,0.006449422754136993,0.008995775007629239,0.028085283698593488,0.008995775007629239,10,23,0,10
16.184,117,0.0007479734808416413,4.0775109118964375e-05,8.105845428730323e-05,0.027349103839827024,0.0063855390625196535,0.009003246874728208,0.02808466823661276,0.009003246874728208,10,23,0,10
16.289,118,0.000748693657916025,4.002671551772807e-05,8.027630126489896e-05,0.027362267046354638,0.006326667014924056,0.008959704306778152,0.0280841658846004,0.008959704306778152,10,23,0,10
16.388,119,0.0007495844577931185,3.929430453039618e-05,7.921480500768618e-05,0.02737854009608837,0.0062685169322891825,0.008900269940158342,0.02808698563967865,0.008900269940158342,10,23,0,10
16.488,120,0.0007504057382285059,3.8623201441266404e-05,7.838938222241631e-05,0.027393534606335597,0.006214756748358411,0.00885377785029737,0.0280896589454157,0.00885377785029737,10,23,0,10
16.584,121,0.0007510519698135807,3.807982673508382e-05,7.778549105127706e-05,0.027405327398401586,0.006170885409330157,0.008819608327543636,0.02809148975310253,0.008819608327543636,10,23,0,10
16.678,122,0.0006182446607753897,3.1277693753849316e-05,7.067671447680157e-05,0.02486452615223925,0.005592646399858417,0.008406944419752135,0.02548572844807931,0.008406944419752135,10,23,0,10
16.771,123,0.0007501928505905741,3.689943970309009e-05,7.498180102603476e-05,0.02738964860290424,0.0060744909007331704,0.008659203255844891,0.028055165126829394,0.008659203255844891,10,23,0,10
16.882,124,0.0007527820064368685,3.640811296863725e-05,7.636843623725727e-05,0.02743687311697287,0.0060339135698680045,0.00873890360613145,0.02809252782156682,0.00873890360613145,10,23,0,10
16.979,125,0.000753434274768164,3.5783681444711056e-05,7.679992415228522e-05,0.027448757253620136,0.005981946292362633,0.008763556592633222,0.02809302326580169,0.008763556592633222,10,23,0,10
17.096,126,0.0008878649548218181,4.103385243286341e-05,8.358691630799353e-05,0.029797062855620823,0.006405767122902878,0.009142588053062083,0.030477841249909442,0.009142588053062083,10,23,0,10
17.166,127,0.0006221237315090537,2.8972170953726283e-05,7.223437424062872e-05,0.02494240829408928,0.005382580324874519,0.008499080787981058,0.025516580932068073,0.008499080787981058,10,23,0,10
17.282,128,0.0008870461105310647,3.978990874757272e-05,8.121712029606253e-05,0.029783319333665022,0.006307924282010107,0.009012054166285427,0.03044398165941238,0.009012054166285427,10,23,0,10
17.379,129,0.0006230290173988949,2.816309033135578e-05,7.033928232566803e-05,0.02496054922069815,0.0053068908346936795,0.008386851752932564,0.025518466014442378,0.008386851752932564,10,23,0,10
17.49,130,0.0008883291795809114,3.883645746415837e-05,7.909197569963219e-05,0.029804851611456,0.00623189036040898,0.008893366949565962,0.030449394690946974,0.008893366949565962,10,23,0,10
17.576,131,0.0006238262230600254,2.7551020980818924e-05,6.910564922736751e-05,0.024976513428819992,0.0052489066462282335,0.00831298076669058,0.025522093253509678,0.00831298076669058,10,23,0,10
17.675,132,0.0007551216529038038,3.244905846907502e-05,7.190928791131597e-05,0.027479476940142144,0.005696407505531449,0.008479934428479738,0.028063690266479188,0.008479934428479738,10,23,0,10
17.782,133,0.0008920568827598852,3.7381244865760576e-05,7.892763270415176e-05,0.029867321318790628,0.00611402035208917,0.00888412250614273,0.03048668771161678,0.00888412250614273,10,23,0,10
17.888,134,0.0007594835257120021,3.177558590446171e-05,7.491035688903102e-05,0.027558728666467944,0.005636983759464072,0.008655076942987337,0.028129328317904496,0.008655076942987337,10,23,0,10
17.982,135,0.0007583989397689464,3.134658189312645e-05,7.360518438252952e-05,0.02753904391530226,0.005598801826563113,0.00857934638434243,0.028102411314014905,0.00857934638434243,10,23,0,10
18.083,136,0.0007587388269642861,3.099699701666134e-05,7.311501060553391e-05,0.027545214229776578,0.005567494680434041,0.008550731583059657,0.0281022387716877,0.008550731583059657,10,23,0,10
18.191,137,0.0007590958728674902,3.0651788544573186e-05,7.289794411026564e-05,0.02755169455528081,0.005536405742408443,0.008538029287269143,0.028102449384565457,0.008538029287269143,10,23,0,10
18.27,138,0.0006245685257864575,2.5393523289924622e-05,6.62202362146764e-05,0.024991369025854856,0.005039198675377329,0.008137581717849375,0.025494353278253248,0.008137581717849375,10,23,0,10
18.4,139,0.0008925070965409843,3.5042724580406154e-05,7.527436414166564e-05,0.029874857263943275,0.005919689567908621,0.008676079998574567,0.03045570260429712,0.008676079998574567,10,23,0,10
18.485,140,0.0007616363368399464,2.986628793811049e-05,7.20534389631359e-05,0.027597759634433127,0.005465005758287038,0.008488429711267915,0.028133656441672435,0.008488429711267915,10,23,0,10
18.583,141,0.0007605248867802964,2.9553952197939847e-05,7.073778254652252e-05,0.02757761568338163,0.005436354679188973,0.00841057563704902,0.028108341092605165,0.00841057563704902,10,23,0,10
18.682,142,0.0007607505312247329,2.9354628374576948e-05,7.012755244344878e-05,0.027581706459621616,0.005417991175202941,0.008374219512494807,0.028108809288180634,0.008374219512494807,10,23,0,10
18.784,143,0.0007609753550984972,2.9160086659508605e-05,6.98191370342081e-05,0.02758578175616013,0.005400008024022613,0.008355784645035324,0.02810934794259742,0.008355784645035324,10,23,0,10
18.882,144,0.0007612243034655823,2.8928126267422924e-05,6.966299427968854e-05,0.02759029364587449,0.005378487358674642,0.008346436022619986,0.02810965011758427,0.008346436022619986,10,23,0,10
18.984,145,0.0007614337177591744,2.871978135103266e-05,6.959969908848444e-05,0.027594088456754182,0.005359084002983407,0.008342643411322603,0.028109669139109537,0.008342643411322603,10,23,0,10
19.076,146,0.0006265320480107514,2.3747218345497913e-05,6.384167134345152e-05,0.025030622205825234,0.004873111772317347,0.0079900983312755,0.02550057384366574,0.0079900983312755,10,23,0,10
19.185,147,0.0008952173357205181,3.269999146060475e-05,7.312995134240332e-05,0.029920182748782102,0.005718390635537656,0.008551605190980423,0.03046173545911531,0.008551605190980423,10,23,0,10
19.297,148,0.000763670382192255,2.8013355273600247e-05,7.017720815876181e-05,0.027634586702034374,0.005292764426422193,0.00837718378446849,0.028136875047983834,0.00837718378446849,10,23,0,10
19.391,149,0.0007624496888471307,2.7841662673991747e-05,6.870912185975331e-05,0.027612491536388575,0.00527651993969432,0.008289096564750185,0.028112121078302195,0.008289096564750185,10,23,0,10
19.477,150,0.0006273502962634534,2.3090036568471288e-05,6.248546667235906e-05,0.025046961817023903,0.0048052093157812895,0.007904774928633899,0.025503731743255233,0.007904774928633899,10,23,0,10
19.656,151,8.388921361254967e-05,4.77451514649542e-06,3.843547416703824e-05,0.009159105502861602,0.0021850663940703083,0.006199635002727035,0.009416141925387759,0.006199635002727035,10,23,0,10
19.69,152,0.0015735523326103288,5.4405921339664906e-05,9.77805279803715e-05,0.0396680265782195,0.0073760369670755385,0.009888403712448814,0.040347964681629156,0.009888403712448814,10,23,0,10
